	entrance_site	vehicle_class	lambda	intercept	alpha	chisquare	pvalue
87	23	5H	52.06938330706924	3.9525771268928858	0.0038659277799272806	1.344238703740652	0.9981457904968705
88	23	6H	11.735778135891257	2.4626413013193553	1.2872194431182069e-06	0.14015362470664244	0.99999988482672
89	23	7H	6.5087072649572635	1.873140194604948	3.9005960840032795e-08	0.25525446243303446	0.9999983683770169
90	24	2H	57.67319734195571	4.054792321289324	0.005636312360562696	0.7794513928499316	0.9997996226443919
91	24	2L	2467.181952662721	7.810831868493507	0.0478956165359955	4.980266310679397e+234	0.0
92	24	3H	35.86206876539988	3.579680156569385	0.006925581606720211	0.11947388528305435	0.9999999433724136
93	24	3L	11.743239360734988	2.463277701444815	0.32182114772912773	59.46642600921647	1.6985822856625476e-09
94	24	4H	34.860345441517616	3.5513499296609434	0.009279902681996511	0.28799816007594864	0.9999972286052098
95	24	4L	10.823946853108753	2.3817609807593105	0.14036644510207053	243.30582383348448	2.5802823556352597e-47
96	24	5H	187.03227086319478	5.231281173425859	0.019946156268442355	1388180688.2750292	0.0
97	24	6H	11.250656270890998	2.4204263600673936	2.0372306702065432e-07	0.11768520807211573	0.9999999470500781
98	24	7H	13.992888148176611	2.6385498402809353	1.3796596179926045e-08	0.08203487226865734	0.9999999894090453
99	B1	2H	45.59907517317414	3.8198872715405567	0.004111103460502189	0.6008927589816035	0.9999331974942156
100	B1	2L	1553.8291420118337	7.348477577613755	0.07134725529380535	1.610299720905882e+177	0.0
101	B1	3H	25.286464674237802	3.230269371871502	0.00011809988585650829	0.07939486569501553	0.9999999908488384
102	B1	3L	9.077034730719387	2.2057475677704037	0.10721472983098744	0.5360572595047582	0.9999589718494921
103	B1	4H	33.341361046685975	3.5067986997253344	2.092747658400567e-06	0.10615537492326112	0.9999999665496203
104	B1	4L	9.98455338300957	2.301039238016691	0.0038580560972700617	0.12943991133158267	0.9999999191203963
105	B1	5H	168.24680247397262	5.125432126099794	0.011426107232826464	71.73756327400648	6.941949893368605e-12
106	B1	6H	23.08669386169386	3.1392564282883053	0.03345908535782228	0.42973996710066314	0.9999841577735781
107	B1	7H	7.870108363858363	2.063071782313146	6.770365271930032e-08	0.2756552851386544	0.9999977129413403
108	B2	2H	8.074610830973954	2.0887246193735094	1.714295678856687e-07	0.215847706217783	0.9999992203832162
109	B2	2L	615.4110409698995	6.4222904038679225	0.06664687355782832	1.982396988742795e+59	0.0
